pays,geo_code,annee,type_energie,siec_code,siec_label,valeur,unite,unite_label
France,FR,2019,Pétrole brut,O4100_TOT,Crude oil,48335.0,THS_T,Thousand tonnes
France,FR,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),93585.013,THS_T,Thousand tonnes
France,FR,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,7703.911,THS_T,Thousand tonnes
France,FR,2020,Gaz naturel,G3000,Natural gas,1873094.214,TJ_GCV,Terajoule (gross calorific value - GCV)
France,FR,2020,Pétrole brut,O4100_TOT,Crude oil,33121.0,THS_T,Thousand tonnes
France,FR,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),76093.76,THS_T,Thousand tonnes
France,FR,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,9371.871,THS_T,Thousand tonnes
France,FR,2021,Gaz naturel,G3000,Natural gas,1876948.944,TJ_GCV,Terajoule (gross calorific value - GCV)
France,FR,2021,Pétrole brut,O4100_TOT,Crude oil,33831.879,THS_T,Thousand tonnes
France,FR,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),78983.808,THS_T,Thousand tonnes
France,FR,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,9126.354,THS_T,Thousand tonnes
France,FR,2022,Gaz naturel,G3000,Natural gas,2299704.749,TJ_GCV,Terajoule (gross calorific value - GCV)
France,FR,2022,Pétrole brut,O4100_TOT,Crude oil,41016.0,THS_T,Thousand tonnes
France,FR,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),81715.219,THS_T,Thousand tonnes
France,FR,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,6720.779,THS_T,Thousand tonnes
France,FR,2023,Gaz naturel,G3000,Natural gas,1914950.902,TJ_GCV,Terajoule (gross calorific value - GCV)
France,FR,2023,Pétrole brut,O4100_TOT,Crude oil,45506.0,THS_T,Thousand tonnes
France,FR,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),82800.021,THS_T,Thousand tonnes
Grèce,EL,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,326.51,THS_T,Thousand tonnes
Grèce,EL,2019,Gaz naturel,G3000,Natural gas,207357.66,TJ_GCV,Terajoule (gross calorific value - GCV)
Grèce,EL,2019,Pétrole brut,O4100_TOT,Crude oil,22826.007,THS_T,Thousand tonnes
Grèce,EL,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),32620.164,THS_T,Thousand tonnes
Grèce,EL,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,304.352,THS_T,Thousand tonnes
Grèce,EL,2020,Gaz naturel,G3000,Natural gas,232184.513,TJ_GCV,Terajoule (gross calorific value - GCV)
Grèce,EL,2020,Pétrole brut,O4100_TOT,Crude oil,22766.729,THS_T,Thousand tonnes
Grèce,EL,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),31295.85,THS_T,Thousand tonnes
Grèce,EL,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,266.391,THS_T,Thousand tonnes
Grèce,EL,2021,Gaz naturel,G3000,Natural gas,252594.483,TJ_GCV,Terajoule (gross calorific value - GCV)
Grèce,EL,2021,Pétrole brut,O4100_TOT,Crude oil,23407.106,THS_T,Thousand tonnes
Grèce,EL,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),32669.25,THS_T,Thousand tonnes
Grèce,EL,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,85.711,THS_T,Thousand tonnes
Grèce,EL,2022,Gaz naturel,G3000,Natural gas,227252.638,TJ_GCV,Terajoule (gross calorific value - GCV)
Grèce,EL,2022,Pétrole brut,O4100_TOT,Crude oil,21928.449,THS_T,Thousand tonnes
Grèce,EL,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),32316.236,THS_T,Thousand tonnes
Grèce,EL,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,49.406,THS_T,Thousand tonnes
Grèce,EL,2023,Gaz naturel,G3000,Natural gas,190879.009,TJ_GCV,Terajoule (gross calorific value - GCV)
Grèce,EL,2023,Pétrole brut,O4100_TOT,Crude oil,23331.442,THS_T,Thousand tonnes
Grèce,EL,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),31526.388,THS_T,Thousand tonnes
Hongrie,HU,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1563.0,THS_T,Thousand tonnes
Hongrie,HU,2019,Gaz naturel,G3000,Natural gas,453637.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Hongrie,HU,2019,Pétrole brut,O4100_TOT,Crude oil,6108.0,THS_T,Thousand tonnes
Hongrie,HU,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),10342.0,THS_T,Thousand tonnes
Hongrie,HU,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1343.0,THS_T,Thousand tonnes
Hongrie,HU,2020,Gaz naturel,G3000,Natural gas,308326.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Hongrie,HU,2020,Pétrole brut,O4100_TOT,Crude oil,6100.0,THS_T,Thousand tonnes
Hongrie,HU,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9475.0,THS_T,Thousand tonnes
Hongrie,HU,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1255.0,THS_T,Thousand tonnes
Hongrie,HU,2021,Gaz naturel,G3000,Natural gas,290618.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Hongrie,HU,2021,Pétrole brut,O4100_TOT,Crude oil,6008.0,THS_T,Thousand tonnes
Hongrie,HU,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9764.0,THS_T,Thousand tonnes
Hongrie,HU,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,935.0,THS_T,Thousand tonnes
Hongrie,HU,2022,Gaz naturel,G3000,Natural gas,364379.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Hongrie,HU,2022,Pétrole brut,O4100_TOT,Crude oil,5992.0,THS_T,Thousand tonnes
Hongrie,HU,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9568.0,THS_T,Thousand tonnes
Hongrie,HU,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,455.0,THS_T,Thousand tonnes
Hongrie,HU,2023,Gaz naturel,G3000,Natural gas,323999.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Hongrie,HU,2023,Pétrole brut,O4100_TOT,Crude oil,6209.0,THS_T,Thousand tonnes
Hongrie,HU,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9695.0,THS_T,Thousand tonnes
Irlande,IE,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,421.652,THS_T,Thousand tonnes
Irlande,IE,2019,Gaz naturel,G3000,Natural gas,112418.229,TJ_GCV,Terajoule (gross calorific value - GCV)
Irlande,IE,2019,Pétrole brut,O4100_TOT,Crude oil,2552.814,THS_T,Thousand tonnes
Irlande,IE,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),8769.134,THS_T,Thousand tonnes
Irlande,IE,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,425.278,THS_T,Thousand tonnes
Irlande,IE,2020,Gaz naturel,G3000,Natural gas,135059.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Irlande,IE,2020,Pétrole brut,O4100_TOT,Crude oil,2903.736,THS_T,Thousand tonnes
Irlande,IE,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7932.917,THS_T,Thousand tonnes
Irlande,IE,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1587.7,THS_T,Thousand tonnes
Irlande,IE,2021,Gaz naturel,G3000,Natural gas,144855.672,TJ_GCV,Terajoule (gross calorific value - GCV)
Irlande,IE,2021,Pétrole brut,O4100_TOT,Crude oil,2967.206,THS_T,Thousand tonnes
Irlande,IE,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),8243.555,THS_T,Thousand tonnes
Irlande,IE,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1493.351,THS_T,Thousand tonnes
Irlande,IE,2022,Gaz naturel,G3000,Natural gas,153374.025,TJ_GCV,Terajoule (gross calorific value - GCV)
Irlande,IE,2022,Pétrole brut,O4100_TOT,Crude oil,3058.633,THS_T,Thousand tonnes
Irlande,IE,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),8563.84,THS_T,Thousand tonnes
Irlande,IE,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,635.332,THS_T,Thousand tonnes
Irlande,IE,2023,Gaz naturel,G3000,Natural gas,149163.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Irlande,IE,2023,Pétrole brut,O4100_TOT,Crude oil,2701.695,THS_T,Thousand tonnes
Irlande,IE,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),8169.856,THS_T,Thousand tonnes
Islande,IS,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,160.24,THS_T,Thousand tonnes
Islande,IS,2019,Gaz naturel,G3000,Natural gas,0.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Islande,IS,2019,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Islande,IS,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),880.878,THS_T,Thousand tonnes
Islande,IS,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,140.128,THS_T,Thousand tonnes
Islande,IS,2020,Gaz naturel,G3000,Natural gas,0.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Islande,IS,2020,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Islande,IS,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),602.75,THS_T,Thousand tonnes
Islande,IS,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,193.869,THS_T,Thousand tonnes
Islande,IS,2021,Gaz naturel,G3000,Natural gas,0.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Islande,IS,2021,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Islande,IS,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),742.857,THS_T,Thousand tonnes
Islande,IS,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,191.93,THS_T,Thousand tonnes
Islande,IS,2022,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Islande,IS,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),935.008,THS_T,Thousand tonnes
Islande,IS,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,137.866,THS_T,Thousand tonnes
Islande,IS,2023,Gaz naturel,G3000,Natural gas,0.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Islande,IS,2023,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Islande,IS,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),960.937,THS_T,Thousand tonnes
Italie,IT,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,10844.556,THS_T,Thousand tonnes
Italie,IT,2019,Gaz naturel,G3000,Natural gas,2707586.218,TJ_GCV,Terajoule (gross calorific value - GCV)
Italie,IT,2019,Pétrole brut,O4100_TOT,Crude oil,63139.508,THS_T,Thousand tonnes
Italie,IT,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),80405.272,THS_T,Thousand tonnes
Italie,IT,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,7607.659,THS_T,Thousand tonnes
Italie,IT,2020,Gaz naturel,G3000,Natural gas,2529566.823,TJ_GCV,Terajoule (gross calorific value - GCV)
Italie,IT,2020,Pétrole brut,O4100_TOT,Crude oil,50363.074,THS_T,Thousand tonnes
Italie,IT,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),65419.015,THS_T,Thousand tonnes
Italie,IT,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,8548.389,THS_T,Thousand tonnes
Italie,IT,2021,Gaz naturel,G3000,Natural gas,2781129.655,TJ_GCV,Terajoule (gross calorific value - GCV)
Italie,IT,2021,Pétrole brut,O4100_TOT,Crude oil,57022.676,THS_T,Thousand tonnes
Italie,IT,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),71695.319,THS_T,Thousand tonnes
Italie,IT,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,12125.89,THS_T,Thousand tonnes
Italie,IT,2022,Gaz naturel,G3000,Natural gas,2765730.74,TJ_GCV,Terajoule (gross calorific value - GCV)
Italie,IT,2022,Pétrole brut,O4100_TOT,Crude oil,62515.259,THS_T,Thousand tonnes
Italie,IT,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),77958.979,THS_T,Thousand tonnes
Italie,IT,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,7398.574,THS_T,Thousand tonnes
Italie,IT,2023,Gaz naturel,G3000,Natural gas,2355483.351,TJ_GCV,Terajoule (gross calorific value - GCV)
Italie,IT,2023,Pétrole brut,O4100_TOT,Crude oil,61244.139,THS_T,Thousand tonnes
Italie,IT,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),76321.553,THS_T,Thousand tonnes
Lettonie,LV,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,79.463,THS_T,Thousand tonnes
Lettonie,LV,2019,Gaz naturel,G3000,Natural gas,51343.214,TJ_GCV,Terajoule (gross calorific value - GCV)
Lettonie,LV,2019,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Lettonie,LV,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2285.69,THS_T,Thousand tonnes
Lettonie,LV,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,39.767,THS_T,Thousand tonnes
Lettonie,LV,2020,Gaz naturel,G3000,Natural gas,42387.034,TJ_GCV,Terajoule (gross calorific value - GCV)
Lettonie,LV,2020,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Lettonie,LV,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),1978.415,THS_T,Thousand tonnes
Lettonie,LV,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,36.7,THS_T,Thousand tonnes
Lettonie,LV,2021,Gaz naturel,G3000,Natural gas,44843.311,TJ_GCV,Terajoule (gross calorific value - GCV)
Lettonie,LV,2021,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Lettonie,LV,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),1902.567,THS_T,Thousand tonnes
Lettonie,LV,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,45.229,THS_T,Thousand tonnes
Lettonie,LV,2022,Gaz naturel,G3000,Natural gas,32116.404,TJ_GCV,Terajoule (gross calorific value - GCV)
Lettonie,LV,2022,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Lettonie,LV,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2202.469,THS_T,Thousand tonnes
Lettonie,LV,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,17.146,THS_T,Thousand tonnes
Lettonie,LV,2023,Gaz naturel,G3000,Natural gas,31965.125,TJ_GCV,Terajoule (gross calorific value - GCV)
Lettonie,LV,2023,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Lettonie,LV,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2153.065,THS_T,Thousand tonnes
Lituanie,LT,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,302.3,THS_T,Thousand tonnes
Lituanie,LT,2019,Gaz naturel,G3000,Natural gas,106877.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Lituanie,LT,2019,Pétrole brut,O4100_TOT,Crude oil,9629.9,THS_T,Thousand tonnes
Lituanie,LT,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),10763.7,THS_T,Thousand tonnes
Lituanie,LT,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,194.1,THS_T,Thousand tonnes
Lituanie,LT,2020,Gaz naturel,G3000,Natural gas,110833.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Lituanie,LT,2020,Pétrole brut,O4100_TOT,Crude oil,7839.8,THS_T,Thousand tonnes
Lituanie,LT,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),8928.8,THS_T,Thousand tonnes
Lituanie,LT,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,242.3,THS_T,Thousand tonnes
Lituanie,LT,2021,Gaz naturel,G3000,Natural gas,93171.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Lituanie,LT,2021,Pétrole brut,O4100_TOT,Crude oil,8008.3,THS_T,Thousand tonnes
Lituanie,LT,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9222.0,THS_T,Thousand tonnes
Lituanie,LT,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,336.8,THS_T,Thousand tonnes
Lituanie,LT,2022,Gaz naturel,G3000,Natural gas,137723.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Lituanie,LT,2022,Pétrole brut,O4100_TOT,Crude oil,8204.9,THS_T,Thousand tonnes
Lituanie,LT,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9556.3,THS_T,Thousand tonnes
Lituanie,LT,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,148.9,THS_T,Thousand tonnes
Lituanie,LT,2023,Gaz naturel,G3000,Natural gas,129155.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Lituanie,LT,2023,Pétrole brut,O4100_TOT,Crude oil,9092.7,THS_T,Thousand tonnes
Lituanie,LT,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),10078.3,THS_T,Thousand tonnes
Luxembourg,LU,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,73.365,THS_T,Thousand tonnes
Luxembourg,LU,2019,Gaz naturel,G3000,Natural gas,31822.352,TJ_GCV,Terajoule (gross calorific value - GCV)
Luxembourg,LU,2019,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Luxembourg,LU,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2914.012,THS_T,Thousand tonnes
Luxembourg,LU,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,73.303,THS_T,Thousand tonnes
Luxembourg,LU,2020,Gaz naturel,G3000,Natural gas,28901.447,TJ_GCV,Terajoule (gross calorific value - GCV)
Luxembourg,LU,2020,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Luxembourg,LU,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2353.08,THS_T,Thousand tonnes
Luxembourg,LU,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,59.955,THS_T,Thousand tonnes
Luxembourg,LU,2021,Gaz naturel,G3000,Natural gas,31159.23,TJ_GCV,Terajoule (gross calorific value - GCV)
Luxembourg,LU,2021,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Luxembourg,LU,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2521.697,THS_T,Thousand tonnes
Luxembourg,LU,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,68.981,THS_T,Thousand tonnes
Luxembourg,LU,2022,Gaz naturel,G3000,Natural gas,24469.586,TJ_GCV,Terajoule (gross calorific value - GCV)
Luxembourg,LU,2022,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Luxembourg,LU,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2290.917,THS_T,Thousand tonnes
Luxembourg,LU,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,39.029,THS_T,Thousand tonnes
Luxembourg,LU,2023,Gaz naturel,G3000,Natural gas,22929.601,TJ_GCV,Terajoule (gross calorific value - GCV)
Luxembourg,LU,2023,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Luxembourg,LU,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2202.595,THS_T,Thousand tonnes
Malte,MT,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,0.0,THS_T,Thousand tonnes
Malte,MT,2019,Gaz naturel,G3000,Natural gas,14760.775,TJ_GCV,Terajoule (gross calorific value - GCV)
Malte,MT,2019,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Malte,MT,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),3134.905,THS_T,Thousand tonnes
Malte,MT,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,0.0,THS_T,Thousand tonnes
Malte,MT,2020,Gaz naturel,G3000,Natural gas,14236.959,TJ_GCV,Terajoule (gross calorific value - GCV)
Malte,MT,2020,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Malte,MT,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2775.58,THS_T,Thousand tonnes
Malte,MT,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,0.0,THS_T,Thousand tonnes
Malte,MT,2021,Gaz naturel,G3000,Natural gas,15361.885,TJ_GCV,Terajoule (gross calorific value - GCV)
Malte,MT,2021,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Malte,MT,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2425.863,THS_T,Thousand tonnes
Malte,MT,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,0.0,THS_T,Thousand tonnes
Malte,MT,2022,Gaz naturel,G3000,Natural gas,15039.839,TJ_GCV,Terajoule (gross calorific value - GCV)
Malte,MT,2022,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Malte,MT,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2708.829,THS_T,Thousand tonnes
Malte,MT,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,0.0,THS_T,Thousand tonnes
Malte,MT,2023,Gaz naturel,G3000,Natural gas,14729.16,TJ_GCV,Terajoule (gross calorific value - GCV)
Malte,MT,2023,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Malte,MT,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),2881.558,THS_T,Thousand tonnes
Norvège,NO,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1153.499,THS_T,Thousand tonnes
Norvège,NO,2019,Gaz naturel,G3000,Natural gas,1057.288,TJ_GCV,Terajoule (gross calorific value - GCV)
Norvège,NO,2019,Pétrole brut,O4100_TOT,Crude oil,3489.892,THS_T,Thousand tonnes
Norvège,NO,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),9410.39,THS_T,Thousand tonnes
Norvège,NO,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1172.414,THS_T,Thousand tonnes
Norvège,NO,2020,Gaz naturel,G3000,Natural gas,1325.902,TJ_GCV,Terajoule (gross calorific value - GCV)
Norvège,NO,2020,Pétrole brut,O4100_TOT,Crude oil,3235.819,THS_T,Thousand tonnes
